source,year,abstract,label
Sistemasi (Sistem Informasi) UNISI,2017,"Program Desa Maju Inhil Jaya (DMIJ) adalah program unggulan Pemerintah Daerah periode 2013-2018. Untuk mendukung dan mensukseskan program ini, maka pelaksanaan dilapangan haruslah sesuai dengan ketentuan dan peraturan yang telah ditetapkan, sehingga kemungkinan penyalahgunaan anggaran tidak terjadi. Penggunaan dana DMIJ harus disesuaikan dengan kebutuhan dan prioritas di setiap desa, sehingga pembangunan dapat diselaraskan dan menghindari ketimpangan, baik ekonomi maupun keberadaan infrastrukturnya. Diperlukan sebuah Sistem Pendukung Keputusan (SPK) yang dapat membantu dalam pengolahan data hasil survey. Pada kesempatan ini, metode Analytical Hierarchy Process (AHP) merupakan sebuah metode yang dianggap baik untuk melalukan proses pengolahan data hasil survey. Metode tersebut dianggap baik karena dapat membandingkan antar kriteria dan juga antar alternatif lokasi/desa yang telah dipilih. Penerapan metode AHP dalam pembangunan sistem pendukung keputusan penilaian desa terbaik dalam program pemerintah daerah DMIJ ditetapkan dengan 8 kriteria yaitu: Pendidikan, Kesehatan, Ekonomi Masyarakat, Keamanan dan Ketertiban, Partisipasi Masyarakat, Pemerintahan, Lembaga Kemasyarakatan, dan Pemberdayaan dan kesejahteraan keluarga. Hasil akhir dari penelitian ini yaitu Desa Pulau Palas memiliki prioritas tertinggi dengan nilai eigen sebesar 0.245 atau 24,5% sehingga Desa Pulau Palas dapat direkomendasikan sebagai desa terbaik. Dan kriteria yang paling berpengaruh adalah kesehatan dengan nilai eigen 0.284 atau 28,4%. Kata Kunci : Sistem Pendukung Keputusan, Analytical Hierarchy Process, Desa Terbaik, Desa Maju Inhil Jaya.",human
Sistemasi (Sistem Informasi) UNISI,2015,"Unit Layanan Perpustakaan Kecamatan Sungai Batang merupakan sebuah perpustakaan yang berlokasi di Jalan Poros Benteng Utara Kecamatan Sungai Batang. Perpustakaan ini memberikan pelayanan kepada para anggotanya dalam bentuk proses pendaftaran, peminjaman dan pengembalian buku. Selain itu dalam kegiatan perpustakaan juga membuat laporan-laporan yang dibutuhkan. Masalah yang ada di Unit Layanan Perpustakaan Kecamatan Sungai Batang adalah masih memberikan pelayanan yang manual atau sistem yang digunakan belum ditunjang sistem komputerisasi. Oleh karena itu tujuan dari penelitian ini adalah untuk merancang suatu sistem informasi perpustakaan yang terkomputerisasi sehingga dapat mengatasi permasalahan yang ada pada perpustakaan, seperti proses pengolahan data anggota, buku, transaksi peminjaman dan pengembalian beserta pembuatan laporan. Perancangan sistem informasi perpustakaan ini juga menyediakan fitur pencarian buku yang bisa diakses melalui internet sehingga akan lebih memudahkan anggota dalam pencarian buku. Sistem juga didukung teknologi barcode untuk memudahkan pihak perpustakaan dalam proses peminjaman maupun pengembalian. Di dalam perancangan sistem informasi perpustakaan ini menggunakan bahasa pemrograman PHP dan basisdata MySQL. Kata Kunci: Sistem Informasi Perpustakaan, Teknologi Barcode, Database MySQL, PHP.",human
Sistemasi (Sistem Informasi) UNISI,2014,"Masalah keamanan (security) pada komputer menjadi isu penting pada era teknologi informasi saat ini. Banyak kejahatan cyber yang ditulis dalam media massa (terutama yang ditulis dalam portal berita di internet). Pelaku kejahatan memanfaatkan celah keamanan yang ada untuk dimasuki dan melakukan manipulasi. Oleh karena itu diperlukan pengembangan keamanan sistem informasi yang aman dan handal. Salah satu aspek penting dalam keamanan komunikasi transaksi adalah kriptografi (cryptography) yang biasa digunakan untuk menyamarkan isi pesan atau data. ElGamal Kriptografi adalah salah satu dari public key criptosystem yang sangat sering digunakan untuk memberikan privasi terhadap keaslian suatu data digital. Keamanan algoritma ini ditentukan oleh sulitnya menghitung logaritma diskrit. Algoritma pertukaran kunci ElGamal berguna untuk mempertukarkan kunci sesi (kunci rahasia untuk komunikasi dengan kriptografi simetri) antara dua orang atau lebih.Dalam penelitian ini, akan dibuat program untuk enkripsi dan dekripsi dengan inputan berupa teks yang akan disandikan dengan menggunakan algoritma Kriptografi ElGamal. Hasil dari proses enkripsi adalah ciphertext dan hasil proses dekripsi dari ciphertext ini akan berupa plaintext yang sama dengan teks sebelum dilakukan enkripsi. Kata Kunci : Kriptografi, ElGamal Kriptografi, ElGamal, Privat Key, Public Key.",human
Sistemasi (Sistem Informasi) UNISI,2013,"Pada saat ini kualitas sebuah sistem kehidupan tertentu, akan ditentukan oleh kemampuannya mengolah komunikasi tersebut, yang secara khusus pula berarti kemampuannya dalam memiliki teknologi komputer yang terbaik. Beberapa hal yang dimiliki teknologi komputer sehingga masa depan sangat tergantung kepadanya adalah : Kecepatan proses (kerja), Kemampuan penyimpanan data yang sangat besar dan terjamin, Kemudahan pengaksesan dan pengelolaan data. Sistem Informasi yang berjalan di Program Studi Sistem Informasi pada Universitas Islam Indragiri Fakultas Teknik dan Ilmu Komputer dalam pengolahan data akademiknya masih menggunkan sistem komputerisasi sederhana. Walaupun sudah didukung dengan komputer tetapi hanya memanfaatkan office standar (Microsoft Office Excel dan Word) sehingga memungkinkan banyak sekali kesalahan dalam pengolahan data akademik. Hal ini dapat menghambat pelayanan akademik terhadap para mahasiswa, dan dosen menjadi kurang efisien, serta mengakibatkan kesulitan dalam pencarian data yang menyita waktu relatif lama dalam pembuatan laporan. Untuk membantu pengolahan data KKU dan Penelitian di Program Studi Sistem Informasi pada Universitas Islam Indragiri Fakultas Teknik dan Ilmu Komputer perlu adanya suatu sistem informasi baru agar setiap pekerjaan yang menyangkut pengolahan datanya dapat dikurangi tingkat kesalahannya serta dapat memberikan pelayanan yang memuaskan terhadap para pengguna sistem. Dalam perancangan sistem informasi ini digambarkan ke dalam bentuk diagram UML (Unified Modelling Language). UML (Unified Modelling Language) merupakan alat perancangan sistem yang berorientasi pada objek. Secara filosofi kemunculan UML diilhami oleh konsep yang telah ada yaitu konsep permodelan Object Oriented (OO), karena konsep ini menganalogikan sistem seperti kehidupan nyata yang didominasi oleh obyek dan digambarkan atau dinotasikan dalam simbol-simbol yang cukup spesifik maka OO memiliki proses standard dan bersifat independen. Kata Kunci : Sistem Informasi, Pengolahan Data Kulia Kerja Usaha (KKU) dan Penelitian, Unified Modeling Language (UML).",human
Sistemasi (Sistem Informasi) UNISI,2013,"Teknologi merupakan suatu media yang dapat digunakan dengan lebih efisien dan lebih berguna dalam memproses serta menyelesaikan suatu masalah yang dihadapi. Selain itu, pada saat ini kebutuhan masyarakat akan informasi sudah sangat berkembang dengan pesat. Pesatnya perkembangan kebutuhan informasi ini menyebabkan masyarakat semakin membutuhkan adanya teknologi informasi. Pemanfaatan teknologi komputer dan telekomunikasi tentunya akan sangat mendukung keberadaan bidang informasi tersebut. Oleh karena itu, pemanfaatan teknologi yang tepat guna untuk membantu konsumen mengambil keputusan untuk pemilihan handphone yang tepat secara efisien dan efektif sangatlah dibutuhkan.Dari berbagai merek handphone yang ada, akhirnya konsumen akan dihadapkan pada situasi untuk memilih handphone yang paling memenuhi kriteria yang diinginkan, Dalam pengambilan keputusan, kesulitan yang dihadapi oleh pengambil keputusan bukan hanya karena faktor ketidakpastian atau ketidaksempurnaan informasi saja. Namun, masih terdapat penyebab lainnya seperti banyaknya faktor yang berpengaruh terhadap pilihan - pilihan yang ada, dengan beragamnya kriteria pemilihan dan jumlah pembuat keputusan yang lebih dari satu merupakan suatu bentuk penyelesaian masalah yang sangat kompleks. Faktor – faktor yang perlu diperhitungkan dalam pembelian handphone yaitu harga, jaringan, baterry, fitur, size, audio, kamera, serta LCD. Kata Kunci : Sistem Pendukung keputusan pembelian Handphone, Bagan Flowchart, Context Diagram, Data Flow Diagram, Entity Relationship Diagram",human
Sistemasi (Sistem Informasi) UNISI,2017,"Lembaga Pengkajian dan Studi Islam (LPSI) merupakan salah satu lembaga yang ada di Universitas Islam Indragiri (UNISI) Tembilahan dimana pada lembaga ini bertugas untuk membina urusan keAgamaan, Sistem Informasi E-SBQ merupakan Sistem berbasis Web yang fungsinya sangat membantu dalam penyimpanan data-data baik itu data mahasiswa, nilai dan lain-lain. Kesulitan mahasiswa adalah kurang akuratya informasi yang diperoleh dari pihak lembaga baik itu informasi pendaftaran dan juga penjadwalan. Pembuatan system mengunakan bahasa pemrograman berbasis PHP dan MySQL sebagai database. Metode pengembangan system yang digunakan adalah SDLC dalam hal ini UML digunakan untuk pemodelan system yang telah dirancang. hasil akhir dari perancangan system yaitu berupa sertifikat SBQ serta pengontrolan data-data LPSI. Berdasarkan pengujian beberapa pengguna di limgkunganj LPSI bahwa system sangat memberi kemudahan dalam mengelola data-data LPSI dan layak di imlementasikan.Kata Kunci :informasi, e-sbq, php",human
Sistemasi (Sistem Informasi) UNISI,2015,"Sistem peramalan penjualan dan peramalan kebutuhan bahan baku bertujuan untuk membuat suatu produk dengan biaya yang serendah-rendahnya dan menjual dengan harga wajar serta membentuk kebiasaan sehingga produsen dapat melaksanakan kegiatan produksi dengan semaksimal mungkin. Penelitian dilakukan untuk mengetahui pergerakan penjualan produk dan meramal kebutuhan bahan baku yang dibutuhkan untuk produksi minuman nata de coco di PD.Salju Coco Mandiri Tembilahan. Data pergerakan penjualan produk dilakukan selama tiga bulan pengamatan, dari bulan desember 2014 sampai februari 2015. Dari penelitian selama tiga bulan ini diperoleh hasil bahwa peramalan penjualan dengan metode weighted moving average sangat berpengaruh pada kebutuhan bahan baku air kelapa, data kebutuhan bahan baku air kelapa ini kemudian dihitung berdasarkan rumus EOQ. hasilnya pengeluaaran biaya persediaan bahan baku mengalami penurunan dari periode sebelumnya. Artinya data pengeluaran biaya persediaan ini mengalami perbedaan yang signifikan di bandingkan dengan data yang di keluarkan oleh perusahaan sebelum menggunakan metode EOQ. Keywords : Weighted Moving Average, Economic Order Quantity, Client Server",human
Sistemasi (Sistem Informasi) UNISI,2015,"Dunia pendidikan merupakan pendukung dari perkembangan jaman saat ini, dimana dengan adanya lembaga pendidikan, semua bidang dapat dipelajari. Ada dua jenis pendidikan yaitu formal dan non formal, yang antara keduanya memiliki tujuan yang sama yaitu memberikan atau menyampaikan ilmu pengetahuan untuk bekal anak-anak bangsa. Proses pendidikan diperguruan tinggi akan terjadi jika terdapat interaksi dari 2 komponen utamanya yaitu dosen dan mahasiswa. Antara dosen dan mahasiswa akan terjadi korelasi dan kolaborasi dalam mencapai visi dan misi perguruan tinggi tersebut. Dari sekian banyak mahasiswa yang sedang menjalani perkuliahaan di Prodi Sistem Informasi, pasti memiliki minat belajar yang berbeda terhadap mata kuliahnya, karena setiap dari mata kuliah memiliki kriteria tersendiri dari mata kuliah yang lainnya, dan merupakan salah satu bahan pertimbangan bagi mahasiswa saat akan mengambil mata kuliah yang bersangkutan.. Maka dari itu penulis sangat mengambil perhatian untuk menyelesaikan kasus ini dengan mengimplementasikan sistem pengambilan keputusan dengan metode Analitical Hierarcy Proses (AHP) untuk mengetahui minat matakuliah yang di senangi oleh mahasiswa angkatan 2012. Hal ini dilakukan untuk membantu Prodi Sistem Informasi UNISI dalam mengevaluasi mahasiswa maupun Dosen pengampu. Kata Kunci; Minat, Matakuliah, SPK, AHP, Sistem Informasi",human
Sistemasi (Sistem Informasi) UNISI,2016,"Banyak pengguna kesulitan dalam memprediksi hasil pertandingan sepak bola. Bukan hanya memprediksi hasil pertandingan, pengguna juga kesulitan untuk mengetahui kekuatan klub bola yang akan bertanding dan kesulitan untuk memprediksi klub bola yang di nilainya akan menang. Dengan adanya sistem ini diharapkan untuk bisa membantu pengguna mengatasi masalah tersebut sehingga nantinya pengguna dapat memprediksi hasil pertandingan sepak bola dengan baik, mengetahui kekuatan klub bola yang akan bertanding dan Mengetahui hasil prediksi klub bola yang akan menang. Data mining adalah proses yang mempekerjakan satu atau lebih teknik pembelajaran komputer ( mechine learning ) untuk menganalisis dan mengekstraksi pengetahuan (knowledge) secara lain. Hasilnya proses metode ini dapat memprediksi pertandingan Sepakbola dengan baik sesuai dengan data – data yang ada, dapat menghemat waktu untuk memprediksi pertandingan tersebut dan mengetahui hasil pertandingan yang telah di prediksinya . Kata Kunci : Sepakbola, Data mining, Pohon keputusan ( decision tree ).",human
Sistemasi (Sistem Informasi) UNISI,2016,"Perusahaan PT. Pulau Sambu Kuala Enok (PSK) merupakan perusahaan swasta nasional yang bergerak dibidang industri pengolahan hasil perkebunan yang berkedudukan dan berkantor pusat di Jakarta. Didirikan pada tanggal 5 Desember 1967. PT Pulau Sambu Kuala Enok bergerak di bidang industry minyak kelapa, minyak goreng, dan bungkil kopra pellet dengan menggunakan bahan baku kopra. Kegiatan CSR sering terjadi ketidak sesuaian antara yang di harapakan pihak perusahaan dengan penyaluran bantuan yang diberikan terhadap implementasi di lapangan. Hal ini disebabkan oleh gagalnya pemohon dalam memanfaatkan Dana CSR yang diberikan. Oleh karenanya seorang pengambil keputusan atau pihak perusahaan harus mampu mengambil keputusan yang tepat untuk menerima ataupun menolak permohonan bantuan CSR yang diajukan oleh massyarakat. Masalah ini dapat diatasi dengan mengidentifikasi dan memprediksi bahkan menseleksi pemohon dengan baik sebelum diberikan atau disalurkan dana CSR perusahaan dengan cara mepelajari riwayat penyaluran yang pernah dilakukan oleh oleh masyarakat. Permasalahan-permasalahan yang terjadi dalam penyaluran Dana CSR di PT. Pulau Sambu Kuala Enok masih dilakukan seleksi sederhana, artinya hanya melihat proposal yang diajukan tanpa mempertimbangkan kemungkinan-kemungkinan yang lain, padahal pemberian atau penyaluran dana CSR perusahan mempunyai criteria yang sudah ditetapkan. Hal ini terjadi karena dalam seleksi penyaluran dana CSR belum dilakukan dengan memanfaatkan sebuah sistem yang menganalisanya. Pelaksanaan kegiatan penyaluran Dana CSR PT. Pulau Sambu Kuala Enok dirasa memerlukan bantuan teknologi informasi sebagai sarana pendukung, sehingga pemanfaatan teknologi informasi dapat digunakan secara maksimal. yaitu dengan adanya sebuah Sistem Pendukung Keputusan (SPK). Hasil perhitungan yang didapat bahwa Alternatif lokasi yang menjadi prioritas utama untuk dijadikan sebagai penerima penerima dana batuan CSR yaitu Dusun Sungan Perigi sebagai peringkat pertama dengan nilai 0.389 atau 38,9%. Indikator yang digunakan dalam perbandingan ini yaitu: Bermanfaat (BMT), Berkelanjutan/Jangka Panjang (JKP), Dekat Wilayah Operasi (DWO), Publikasi (PUB), Mendukung Prepare Perusahaan (MPP). Pada penelitian ini, setelah dilakukan perhitungan maka indikator/kriteria yang memiliki nilai eigen tertinggi adalah Bermanfaat (BMT) yaitu 0.355 atau 35,5%.Kata Kunci : Sistem Pendukung Keputusan, Analytical Hierarchy Process, CSR, PT. Pulau Sambu Kuala Enok, SDLC",human
Sistemasi (Sistem Informasi) UNISI,2015,"Penelitian ini mengembangkan sistem pendukung keputusan (SPK) dengan memamfaatkan metode analytical hierarchy process (AHP) sebagai proses dalam pemilihan sepeda motor. Dalam proses pemilihan ini digunakan beberapa kriteria untuk menentukan sepeda motor yang mana yang akan dipilih. SPK ini membantu dalam memtuskan pelamar mana yang akan dipilih. Penelitian skripsi ini lebih menitik beratkan kepada bagaimana merancang dan mengimplementasikan program serta dimaksudkan agar memudahkan dalam hal perhitungan. AHP digunakan sebagai metode dalam perhitungan dalam pemilihan sepeda motor ini. Keyword : sistem pendukung keputusan, AHP, kriteria",human
